Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"2007-W Burnished $1 American Silver Eagle Box, OGP & COA",176452542723,"Jan 30, 2026",$70.80,$0.00,,,Fixed price,https://www.ebay.com/itm/176452542723
2007 $1 American Silver Eagle NGC MS69 Brown Label,315132617401,"Apr 8, 2026",$98.48,$0.00,,,Fixed price,https://www.ebay.com/itm/315132617401
2007-W Burnished $1 American Silver Eagle NGC MS69 Brown Label,205505731555,"Dec 1, 2025",$63.01,$0.00,,,Fixed price,https://www.ebay.com/itm/205505731555
2007 American Silver Eagle - NGC MS70,306505410478,"Mar 31, 2026",$123.06,$0.00,,,Fixed price,https://www.ebay.com/itm/306505410478
2007 1 oz American Silver Eagle BU,122771614291,"Apr 6, 2026",$75.31,$0.00,,,Fixed price,https://www.ebay.com/itm/122771614291
"2007-W Proof $1 American Silver Eagle Box, OGP & COA",175724040157,"Mar 29, 2026",$94.63,$0.00,,,Fixed price,https://www.ebay.com/itm/175724040157
2011 W $1 American Silver Eagle 25th Anniversary Dollar NGC MS70 Early Release,177777765386,"Mar 14, 2026",$121.00,$6.44,,,Fixed price,https://www.ebay.com/itm/177777765386
2007-W Proof $1 American Silver Eagle NGC PF69UC Brown Label,204623187705,"Mar 31, 2026",$111.52,$0.00,,,Fixed price,https://www.ebay.com/itm/204623187705
,,"Dec 12, 2025",$67.55,$0.00,,,Fixed price,
"2007-W $1 1-oz Burnished American Silver Eagle w/ Box, OGP, &COA",387298951198,"Jan 30, 2026",$60.07,$0.00,,,Fixed price,https://www.ebay.com/itm/387298951198
,,"Dec 9, 2025",$83.16,$0.00,,,Fixed price,
2007-W Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,145644715354,"Feb 12, 2026",$105.01,$0.00,,,Fixed price,https://www.ebay.com/itm/145644715354
2007 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,146120475868,"Feb 21, 2026",$92.99,$0.00,,,Fixed price,https://www.ebay.com/itm/146120475868
,,"Nov 30, 2025",$51.35,$9.89,,,Fixed price,
2007-W Burnished $1 American Silver Eagle NGC MS70 Brown Label,316876407701,"Feb 17, 2026",$112.57,$0.00,,,Fixed price,https://www.ebay.com/itm/316876407701
2007 1 oz American Silver Eagle Coin,388600903032,"Nov 21, 2025",$58.61,$0.00,,,Fixed price,https://www.ebay.com/itm/388600903032
1 oz American Silver Eagle .999 Fine Silver Coin – BU – Random Date,117028628344,"Feb 20, 2026",$89.05,$5.88,,,Fixed price,https://www.ebay.com/itm/117028628344
2007-W Burnished Annual Set - American Silver Eagle MS70 NGC,363756007684,"Mar 5, 2026",$194.69,$0.00,,,Fixed price,https://www.ebay.com/itm/363756007684
,,"Dec 21, 2025",$63.31,$2.74,,,Fixed price,
2007-W American Silver Eagle Dollar PR70DCAM PCGS Proof 70 Deep Cameo,388808208169,"Mar 27, 2026",$141.75,$0.00,,,Fixed price,https://www.ebay.com/itm/388808208169
2007 $1 1-oz American Silver Eagle NGC MS69 Brown Label,134975001669,"Mar 26, 2026",$103.18,$0.00,,,Fixed price,https://www.ebay.com/itm/134975001669
2007-W $1 1-oz Burnished American Silver Eagle NGC MS70 Brown Label,135881875689,"Feb 7, 2026",$132.94,$0.00,,,Fixed price,https://www.ebay.com/itm/135881875689
"2007-W $1 1-oz Proof American Silver Eagle Box, OGP, &COA",146204315390,"Mar 24, 2026",$89.46,$0.00,,,Fixed price,https://www.ebay.com/itm/146204315390
2007-W American Silver Eagle PCGS MS 69 Burnished US Mint $1,146532657562,"Apr 6, 2026",$107.12,$0.00,,,Fixed price,https://www.ebay.com/itm/146532657562
2007-W Burnished American Silver Eagle 1 oz .999 Silver – Uncirculated,127715086923,"Mar 20, 2026",$94.14,$0.00,,,Fixed price,https://www.ebay.com/itm/127715086923
"2007 $1 AMERICAN SILVER EAGLE, 1 OZ .999 - GEM BRILLIANT UNCIRCULATED!",358147981536,"Jan 25, 2026",$111.00,$2.85,,,Fixed price,https://www.ebay.com/itm/358147981536
2007 American Silver Eagle Coin 1 oz $1 - 1 Tube - Twenty 20 BU Coins in Mint T,406159167218,"Oct 13, 2025","$1,118.72",$0.00,,,Fixed price,https://www.ebay.com/itm/406159167218
2007 W Burnished Silver Eagle PCGS SP69,135058806895,"Dec 7, 2025",$64.34,$0.00,,,Fixed price,https://www.ebay.com/itm/135058806895
2007-W American Silver Eagle Burnished 1 oz .999 US Mint $1 Coin OGP Box & COA,146258058549,"Apr 6, 2026",$98.92,$0.00,,,Fixed price,https://www.ebay.com/itm/146258058549
2007 9x 1 oz American Silver Eagle BU,147166016421,"Feb 26, 2026",$153.50,$8.87,,,Fixed price,https://www.ebay.com/itm/147166016421
2007-W Burnished $1 American Silver Eagle NGC MS70 ER Blue Label,205028128834,"Feb 4, 2026",$118.68,$0.00,,,Fixed price,https://www.ebay.com/itm/205028128834
,,"Dec 23, 2025",$62.70,$5.19,,,Fixed price,
2007-W 1 oz Burnished Uncirculated Silver American Eagle (w/Box & CoA),287204379142,"Apr 8, 2026",$90.00,$0.00,,,Fixed price,https://www.ebay.com/itm/287204379142
2007-W Proof $1 American Silver Eagle NGC PF70UC Brown Label,315107844500,"Feb 4, 2026",$143.00,$0.00,,,Fixed price,https://www.ebay.com/itm/315107844500
2007 $1 American Silver Eagle NGC MS70 Brown Label,316625804472,"Dec 21, 2025",$104.83,$0.00,,,Fixed price,https://www.ebay.com/itm/316625804472
2007-W American Silver Eagle 1 Oz PF70 UCAM NGC Brown Label,126237805752,"Mar 13, 2026",$164.71,$0.00,,,Fixed price,https://www.ebay.com/itm/126237805752
,,"Nov 12, 2025",$72.00,$8.36,,,Fixed price,
,,"Dec 23, 2025",$69.98,$8.53,,,Fixed price,
2005 W Proof $1 American Silver Eagle Dollar NGC PF70 Ultra Cameo,177777600440,"Jan 15, 2026",$110.00,$5.21,,,Fixed price,https://www.ebay.com/itm/177777600440
,,"Dec 4, 2025",$64.99,$0.00,,,Fixed price,
,,"Jan 6, 2026",$83.00,$0.00,,,Fixed price,
2007-W Silver Eagle Early Releases 1 oz. $1 NGC PF70 Ultra Cameo,266878731027,"Jan 12, 2026",$93.22,$7.75,,,Fixed price,https://www.ebay.com/itm/266878731027
,,"Dec 8, 2025",$62.85,$0.00,,,Fixed price,
,,"Dec 12, 2025",$61.70,$4.95,,,Fixed price,
,,"Dec 13, 2025",$68.37,$4.99,,,Fixed price,
2007 SILVER EAGLE PCGS MS69,336056026511,"Jan 25, 2026",$85.82,$4.84,,,Fixed price,https://www.ebay.com/itm/336056026511
"2007-W Burnished $1 American Silver Eagle Box, OGP & COA",176452542723,"Jan 30, 2026",$70.92,$0.00,,,Fixed price,https://www.ebay.com/itm/176452542723
2007 American Silver Eagle - NGC MS70,306505410478,"Apr 10, 2026",$122.99,$0.00,,,Fixed price,https://www.ebay.com/itm/306505410478
"2007-W Proof $1 American Silver Eagle Box, OGP & COA",175724040157,"Apr 10, 2026",$95.19,$0.00,,,Fixed price,https://www.ebay.com/itm/175724040157
2007-W 1 oz Burnished Uncirculated Silver American Eagle (w/Box & CoA),287204379142,"Apr 10, 2026",$90.00,$0.00,,,Fixed price,https://www.ebay.com/itm/287204379142
2007 Proof $1 American Silver Eagle Box & COA | No Coin,274722533019,"Mar 21, 2026",$6.09,$4.27,,,Fixed price,https://www.ebay.com/itm/274722533019
2007-W American Proof Silver Eagle Mint Issued COA (NO Coin),276494985530,"Apr 7, 2026",$3.63,$0.00,,,Fixed price,https://www.ebay.com/itm/276494985530
2007-W American Proof Silver Eagle-Mint Issued Presentation Box & COA (NO Coin),325343121880,"Apr 7, 2026",$9.59,$0.00,,,Fixed price,https://www.ebay.com/itm/325343121880
2007 Proof $1 American Silver Eagle Box & COA | NO Coin or Capsule. 4 Box Lot.,315048842943,"Mar 11, 2026",$19.07,$0.00,,,Fixed price,https://www.ebay.com/itm/315048842943
2007-W $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,386839017848,"Feb 25, 2026",$111.41,$0.00,,,Fixed price,https://www.ebay.com/itm/386839017848
