Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"1956 US Commemorative Year Set (Complete) #1073-74, 1076-85, MNH FREE SHIPPING",284864161293,"Apr 4, 2026",$1.20,$0.00,,,Fixed price,https://www.ebay.com/itm/284864161293
B5766- 1994 Topps Archives 1956 FB 1-120 +Inserts -You Pick- 15+ FREE US SHIP,335866174049,"Apr 1, 2026",$1.31,$0.46,,,Fixed price,https://www.ebay.com/itm/335866174049
1956 - Commemorative Year Set - US Mint Never Hinged Stamps 7 DAY SALE PRICE,314516924429,"Mar 29, 2026",$1.25,$0.00,,,Fixed price,https://www.ebay.com/itm/314516924429
1956 US Mint Silver Proof Set Oiginal Envelope OGP Flat Pack 90% 5 Coins,145329374675,"Mar 25, 2026",$76.59,$0.00,,,Fixed price,https://www.ebay.com/itm/145329374675
"US 1956 Complete Commemorative Year Set of 13, 1073-1085 w/ 1075 SS - MNH",160577830391,"Mar 31, 2026",$3.95,$0.00,,,Fixed price,https://www.ebay.com/itm/160577830391
X-Men #1 Set CGC 9.6 NM+ X-Men Facsimile Edition & X-Men 1 True Believer 2017,205328857613,"Mar 22, 2026",$32.50,$24.99,,,Fixed price,https://www.ebay.com/itm/205328857613
US 1956 SC#1073--85 COMMEMORATIVE POSTAGE STAMP YEAR SET OF 12 SINGLE + S/S MNH,206110887984,"Mar 30, 2026",$2.35,$0.00,,,Fixed price,https://www.ebay.com/itm/206110887984
B3886- 1994 Parkhurst Missing Link Hk Cards 1-180 -You Pick- 15+ FREE US SHIP,257053327870,"Mar 20, 2026",$0.89,$0.00,,,Fixed price,https://www.ebay.com/itm/257053327870
1956 US MInt Proof Set~Unopened~Still Mint Sealed,287228072604,"Apr 1, 2026",$92.99,$0.00,,,Fixed price,https://www.ebay.com/itm/287228072604
1956 Proof Set Silver Coins US Mint Lot Original Envelope MQ,394703836663,"Apr 4, 2026",$85.00,$0.00,,,Fixed price,https://www.ebay.com/itm/394703836663
1956-P Proof Set in Original US Mint Packaging,117098924227,"Mar 21, 2026",$60.00,$5.52,,,Fixed price,https://www.ebay.com/itm/117098924227
1956 US Uncirculated Mint Coin Set - This is in EXCELLENT Condition 90 % Silver,127679331795,"Mar 18, 2026",$65.00,$5.00,,,Fixed price,https://www.ebay.com/itm/127679331795
"1956 US Proof Set, Uncirculated, Latex Case. 90% Silver Half, Quarter, Dime, #3",127710948458,"Mar 7, 2026",$72.99,$5.22,,,Fixed price,https://www.ebay.com/itm/127710948458
"1956 US Proof Set, Uncirculated, Latex Case. 90% Silver Half, Quarter, Dime, #5",127710952622,"Mar 6, 2026",$75.99,$4.88,,,Fixed price,https://www.ebay.com/itm/127710952622
36 MARVEL MINI-BOOKS COMPLETE SET * ORIGINAL 1966 GUMBALL MACHINE * MARVELMANIA,127711418913,"Mar 17, 2026","$2,500.00",$0.00,,,Fixed price,https://www.ebay.com/itm/127711418913
13 DC Comics Millennium Editions Lot Golden Silver Age Modern reprints 2000,136916247659,"Mar 16, 2026",$33.99,$12.70,,,Fixed price,https://www.ebay.com/itm/136916247659
1956 US Mint Silver Proof Set in Vintage Holder - Never out of plastic!,136921935054,"Mar 15, 2026",$75.00,$5.62,,,Fixed price,https://www.ebay.com/itm/136921935054
