Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
90% Silver Walking Liberty Half Dollars 1943-1944 - Free Shipping!,147190807401,"Mar 12, 2026",$32.25,$0.00,,,Fixed price,https://www.ebay.com/itm/147190807401
1943 Walking Liberty Silver Half Dollar BU UNC,147165618788,"Mar 31, 2026",$89.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147165618788
1943 Walking Liberty Half Dollar - NGC MS63 Bag Series Fragment,198126054475,"Mar 7, 2026",$75.00,$0.00,,,Fixed price,https://www.ebay.com/itm/198126054475
(1) Brilliant AU/Uncirculated 1943 Walking Liberty US Silver Half Dollar 90% BU,326085434164,"Mar 13, 2026",$76.72,$0.00,,,Fixed price,https://www.ebay.com/itm/326085434164
"Random Date Walking Liberty Half Dollar, full date, .900 silver fine",147218256236,"Mar 31, 2026",$25.99,$2.99,,,Fixed price,https://www.ebay.com/itm/147218256236
1943-D Walking Liberty 90 % Silver Half Dollar Denver Mint,188169647070,"Mar 21, 2026",$29.99,$3.99,,,Fixed price,https://www.ebay.com/itm/188169647070
1943-D Walking Liberty Half Dollar In AU Condition,326086235893,"Mar 14, 2026",$50.85,$0.00,,,Fixed price,https://www.ebay.com/itm/326086235893
1943-S Walking Liberty Half Dollar MS65 PCGS,387722047893,"Mar 24, 2026",$315.00,$0.00,,,Fixed price,https://www.ebay.com/itm/387722047893
1943 Walking Liberty Half Dollar 90% Silver,117068822540,"Mar 8, 2026",$24.50,$6.00,,,Auction,https://www.ebay.com/itm/117068822540
1943-S Walking Liberty Half Dollar . Missing Designer's Initials(AW). NGC F-12.,117070384102,"Mar 8, 2026",$34.00,$5.00,,,Fixed price,https://www.ebay.com/itm/117070384102
"1943 P Walking Liberty Half Dollar 90% Silver F - VF ""As Pictured-Not Cleaned""",117071281448,"Mar 9, 2026",$33.50,$0.00,,,Fixed price,https://www.ebay.com/itm/117071281448
3 THREE WALKING LIBERTY HALF DOLLARS 1942 1943 1945 AS FOUND UNCLEANED,117077148456,"Mar 15, 2026",$55.00,$8.30,,,Auction,https://www.ebay.com/itm/117077148456
"4 WALKING LIBERTY HALF DOLLARS; 1942, 1943, 1944S, 1945; 90 % SILVER",117080171502,"Mar 16, 2026",$118.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117080171502
1943 PCGS MS65 Walking Liberty Half Dollar Old Green Holder OGH,117080818321,"Mar 21, 2026",$138.57,$0.00,,,Fixed price,https://www.ebay.com/itm/117080818321
1943 Walking Liberty Half Dollar PCGS MS63 50c coin,117089710700,"Mar 18, 2026",$50.00,$7.30,,,Auction,https://www.ebay.com/itm/117089710700
1943 Walking Liberty Half Dollar 50c Original Toned Silver Coin,117094787047,"Apr 3, 2026",$24.00,$5.07,,,Fixed price,https://www.ebay.com/itm/117094787047
1943 Walking Liberty Half Dollar UNC,117100970635,"Mar 25, 2026",$31.00,$5.52,,,Fixed price,https://www.ebay.com/itm/117100970635
1943 Walking Liberty Half Dollar 90% Silver Nice Coin #16,117102341836,"Mar 29, 2026",$25.00,$0.00,,,Auction,https://www.ebay.com/itm/117102341836
1943 Walking Liberty Half Dollar and 1936 Mercury Dime (Silver) VG/Fine,117113882905,"Apr 4, 2026",$22.00,$3.85,,,Auction,https://www.ebay.com/itm/117113882905
1942 P And 1943 P Walking Liberty Half Dollar 90% Silver Set Of 2,117117339492,"Apr 5, 2026",$35.00,$7.95,,,Auction,https://www.ebay.com/itm/117117339492
1943-S Walking Liberty Half Dollar - 90% Silver - San Francisco Mint - WWII,117124086954,"Apr 4, 2026",$32.50,$0.00,,,Fixed price,https://www.ebay.com/itm/117124086954
1943 Walking Liberty Half Dollar Miles Standish MS66 NGC *1430,126445399835,"Mar 26, 2026",$229.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126445399835
1943-S Walking Liberty Half Dollar MS62 ICG,126991934118,"Mar 20, 2026",$59.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126991934118
1943 Silver Walking Liberty Half Dollar PCGS AU55,127395043233,"Apr 5, 2026",$47.00,$5.20,,,Fixed price,https://www.ebay.com/itm/127395043233
1943 WALKING LIBERTY SILVER HALF DOLLAR / AUTHENTICATED Wartime Series.,127663583533,"Mar 15, 2026",$35.00,$5.30,,,Fixed price,https://www.ebay.com/itm/127663583533
"1943-S Walking Liberty half, PCGS MS64 original, fresh, PQ DavidKahnRareCoins",127695510357,"Mar 15, 2026",$115.00,$0.00,,,Auction,https://www.ebay.com/itm/127695510357
1943-P US Walking Liberty Half Dollar Circulated 90% Silver #CWLKP003,127697493661,"Apr 2, 2026",$26.00,$3.99,,,Fixed price,https://www.ebay.com/itm/127697493661
1943 P WALKING LIBERTY HALF DOLLAR 90% SILVER PHILADELPHIA .50¢ UNITED STATES,127712238103,"Mar 11, 2026",$33.00,$0.00,,,Auction,https://www.ebay.com/itm/127712238103
1943 P WALKING LIBERTY HALF DOLLAR 90% SILVER PHILADELPHIA .50¢ UNITED STATES,127712248138,"Mar 11, 2026",$31.77,$0.00,,,Auction,https://www.ebay.com/itm/127712248138
1943 P WALKING LIBERTY HALF DOLLAR 90% SILVER PHILADELPHIA .50¢ UNITED STATES,127712248711,"Mar 11, 2026",$31.11,$0.00,,,Auction,https://www.ebay.com/itm/127712248711
1943-S Walking Liberty Silver Half Dollar MS 65 Original ANACS Paper Certified,127712357046,"Mar 8, 2026",$113.50,$3.00,,,Auction,https://www.ebay.com/itm/127712357046
1943-D Walking Liberty Half Dollar 50C - Denver Mint - Light Toning - BU,127713034196,"Mar 8, 2026",$45.00,$0.00,,,Auction,https://www.ebay.com/itm/127713034196
1943 P WALKING LIBERTY HALF DOLLAR 90% SILVER PHILADELPHIA .50¢ UNITED STATES,127716257671,"Mar 8, 2026",$29.99,$0.78,,,Auction,https://www.ebay.com/itm/127716257671
4 Vintage United States US Silver Walking Liberty Half Coins 1942 1943 1943 1945,127718305690,"Mar 11, 2026",$109.40,$5.45,,,Auction,https://www.ebay.com/itm/127718305690
1943 Liberty Walking Half Dollar Silver Circulated US Coin,127718956558,"Mar 9, 2026",$31.00,$0.99,,,Auction,https://www.ebay.com/itm/127718956558
1943-D Walking Liberty Half Dollar #P33562,127720805414,"Mar 12, 2026",$27.00,$0.50,,,Auction,https://www.ebay.com/itm/127720805414
1943 P WALKING LIBERTY HALF DOLLAR 90% SILVER PHILADELPHIA .50¢ UNITED STATES,127726936370,"Mar 15, 2026",$33.00,$0.00,,,Auction,https://www.ebay.com/itm/127726936370
