Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"1994-P Proof $1 American Silver Eagle Box, OGP & COA",204355552237,"Apr 3, 2026",$132.84,$0.00,,,Fixed price,https://www.ebay.com/itm/204355552237
1994 American Silver Eagle Coin - NGC MS69,405939030750,"Apr 5, 2026",$113.72,$0.00,,,Fixed price,https://www.ebay.com/itm/405939030750
1994-P Proof $1 American Silver Eagle NGC PF69UC Brown Label,175448206428,"Mar 28, 2026",$140.25,$0.00,,,Fixed price,https://www.ebay.com/itm/175448206428
1994 $1 Silver Eagle PCGS MS69 One Dollar Coin BETTER DATE! See Description,177952469137,"Mar 27, 2026",$94.25,$7.95,,,Fixed price,https://www.ebay.com/itm/177952469137
1994 P American Silver Eagle Bullion Proof $1 Coin Collectible OGP COA,366122412296,"Mar 16, 2026",$149.99,$0.00,,,Fixed price,https://www.ebay.com/itm/366122412296
1994-P $1 AMERICAN SILVER PROOF EAGLE w/OGP & COA - FREE SHIPPING!,157793563888,"Apr 1, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157793563888
1994 $1 American Silver Eagle 1 oz Brilliant Uncirculated,204406870775,"Mar 20, 2026",$112.34,$0.00,,,Fixed price,https://www.ebay.com/itm/204406870775
PROOF SILVER EAGLE BLUE BOX(S) WITH CAPSULE. USED FROM 1994-2006,267473117269,"Apr 1, 2026",$10.99,$8.40,,,Fixed price,https://www.ebay.com/itm/267473117269
"1994-P Proof $1 American Silver Eagle Box, OGP & COA Key Date Coin .999 W/ Box",267607848767,"Mar 15, 2026",$143.07,$0.00,,,Fixed price,https://www.ebay.com/itm/267607848767
1994-P American Silver Eagle Proof Coin 1 Oz,365806727754,"Mar 10, 2026",$128.50,$0.00,,,Fixed price,https://www.ebay.com/itm/365806727754
American Silver Eagle Proof 1994 Uncirculated $1 Coin OGP & COA Lowest Montage,375871843780,"Mar 24, 2026",$125.50,$7.70,,,Fixed price,https://www.ebay.com/itm/375871843780
1994-P $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,385788251433,"Mar 25, 2026",$138.72,$0.00,,,Fixed price,https://www.ebay.com/itm/385788251433
"1994-P $1 1-oz Proof American Silver Eagle Box, OGP, &COA",386985370476,"Mar 28, 2026",$130.28,$0.00,,,Fixed price,https://www.ebay.com/itm/386985370476
"1994 Silver Eagle Toned, PCI Holder, Ungraded. NR",117054396828,"Mar 7, 2026",$137.50,$5.95,,,Auction,https://www.ebay.com/itm/117054396828
1994 Walking Liberty American Eagle 999 FINE SILVER DOLLAR 1oz. Toned Nicely Unc,117098275369,"Mar 21, 2026",$71.00,$5.00,,,Fixed price,https://www.ebay.com/itm/117098275369
1994 American Silver Eagle $1 BU Brilliant Uncirculated NGC Brown Label,117119035990,"Apr 4, 2026",$98.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117119035990
1994-P 1 oz Proof American Silver Eagle (w/Box & COA),121836361178,"Mar 6, 2026",$165.80,$0.00,,,Fixed price,https://www.ebay.com/itm/121836361178
1994-P American Silver Eagle $1 Proof 9.9 NGC X NGCX - Almost PERFECT,126939891290,"Mar 23, 2026",$136.00,$0.00,,,Fixed price,https://www.ebay.com/itm/126939891290
1994 American Silver Eagle $1 BU Brilliant Uncirculated NGC Brown Label *5996,127709051599,"Mar 6, 2026",$109.95,$0.00,,,Auction,https://www.ebay.com/itm/127709051599
Better Date 1994 American Silver Eagle 1 Troy Oz .999 Fine Silver *217,127709051671,"Mar 6, 2026",$91.00,$0.00,,,Auction,https://www.ebay.com/itm/127709051671
Better Date 1994 American Silver Eagle 1 Troy Oz .999 Fine Silver *212,127710783089,"Mar 7, 2026",$94.00,$0.00,,,Auction,https://www.ebay.com/itm/127710783089
Better Date 1994 American Silver Eagle 1 Troy Oz .999 Fine Silver *318,127712858358,"Mar 8, 2026",$90.69,$0.00,,,Auction,https://www.ebay.com/itm/127712858358
1994 American Silver Eagle BU PCGS Blue Label *9383,127713143114,"Mar 8, 2026",$109.95,$0.00,,,Auction,https://www.ebay.com/itm/127713143114
Better Date 1994 American Silver Eagle 1 Troy Oz .999 Fine Silver *350,127716974187,"Mar 10, 2026",$91.00,$0.00,,,Auction,https://www.ebay.com/itm/127716974187
Better Date 1994 American Silver Eagle 1 Troy Oz .999 Fine Silver *838,127717078278,"Mar 10, 2026",$90.00,$0.00,,,Auction,https://www.ebay.com/itm/127717078278
Better Date 1994 American Silver Eagle 1 Troy Oz .999 Fine Silver *203,127717395326,"Mar 10, 2026",$99.88,$0.00,,,Auction,https://www.ebay.com/itm/127717395326
1994 1 oz SILVER American Eagle. Uncirculated,127718976050,"Mar 11, 2026",$84.00,$5.95,,,Auction,https://www.ebay.com/itm/127718976050
Better Date 1994 American Silver Eagle 1 Troy Oz .999 Fine Silver *032,127719219781,"Mar 11, 2026",$93.00,$0.00,,,Auction,https://www.ebay.com/itm/127719219781
Better Date 1994 American Silver Eagle 1 Troy Oz .999 Fine Silver *341,127719315314,"Mar 11, 2026",$89.00,$0.00,,,Auction,https://www.ebay.com/itm/127719315314
1994 American Silver Eagle $1 BU Brilliant Uncirculated NGC Brown Label *0025,127720870711,"Mar 12, 2026",$109.95,$0.00,,,Auction,https://www.ebay.com/itm/127720870711
1994-P American Silver Eagle Proof Coin 1 Oz *6512,127722090659,"Mar 12, 2026",$109.95,$0.00,,,Auction,https://www.ebay.com/itm/127722090659
