Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
[Removed] Item 389159413428,389159413428,"Nov 7, 2025",$31.00,$0.00,,,Fixed price,
,,"Nov 19, 2025",$19.55,$0.00,,,Fixed price,
,,"Dec 27, 2025",$79.13,$0.00,,,Fixed price,
,,"Nov 2, 2025",$60.82,$0.00,,,Fixed price,
,,"Dec 11, 2025",$63.41,$0.00,,,Fixed price,
2022 W 1- OZ AMERICAN SILVER EAGLE TYPE 2 GEM BU,257206854129,"Jan 16, 2026",$80.53,$18.79,,,Fixed price,https://www.ebay.com/itm/257206854129
2022 American Silver Eagle 1 oz .999 Fine Silver Coin - BU - Type 2 Design,117087768981,"Mar 14, 2026",$88.44,$0.00,,,Fixed price,https://www.ebay.com/itm/117087768981
2021 Type 2 & 2022 Silver Eagle US Coin ~ First Stike MS70 Pair Matching Labels,234801758633,"Dec 25, 2025",$144.99,$0.00,,,Fixed price,https://www.ebay.com/itm/234801758633
2022-W Silver Eagle 1 oz .999 Fine Silver BU (Type 2) American ASE Dollar Coin,236597528267,"Jan 26, 2026",$115.40,$0.00,,,Fixed price,https://www.ebay.com/itm/236597528267
,,"Nov 9, 2025",$54.40,$0.00,,,Fixed price,
2022 American Silver Eagle ASE 1 ounce / .999 Fine Silver Coin Type 2 B/U,257280851996,"Jan 15, 2026",$99.14,$0.00,,,Fixed price,https://www.ebay.com/itm/257280851996
,,"Nov 29, 2025",$17.40,$0.00,,,Fixed price,
2022 S AMERICAN EAGLE SILVER Dollar PROOF AE Type 2 San Francisco 1oz .999 22EM,115707972400,"Jan 17, 2026",$119.00,$0.00,,,Fixed price,https://www.ebay.com/itm/115707972400
,,"Nov 1, 2025",$63.99,$4.71,,,Fixed price,
[Removed] Item 205860574177,205860574177,"Dec 10, 2025",$49.87,$0.00,,,Fixed price,
,,"Nov 20, 2025",$65.00,$6.99,,,Fixed price,
,,"Oct 14, 2025",$58.99,$0.00,,,Fixed price,
2022-W Type 2 American Proof Silver Eagle Mint Issued COA (NO Coin),327010707638,"Mar 5, 2026",$9.99,$0.00,,,Fixed price,https://www.ebay.com/itm/327010707638
,,"Nov 8, 2025",$169.50,$0.00,,,Fixed price,
2022 Cook Island Silver American Double Eagle $2 Type I NGC PF70 Ultra Cameo,397017977207,"Jan 21, 2026",$40.00,$0.00,,,Fixed price,https://www.ebay.com/itm/397017977207
2022 American Silver Eagle Type 2 Uncirculated - 1oz Fine Silver Coin,117017908787,"Feb 10, 2026",$93.52,$5.00,,,Auction,https://www.ebay.com/itm/117017908787
2022 American Silver Eagle 'Ice Power' Low Mintage Type 2 Colorized Silver .999,127039232682,"Jan 29, 2026",$154.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127039232682
,,"Nov 12, 2025",$40.25,$15.00,,,Auction,
,,"Nov 14, 2025",$45.00,$7.80,,,Fixed price,
,,"Nov 10, 2025",$45.00,$8.40,,,Fixed price,
,,"Nov 12, 2025",$45.00,$8.40,,,Fixed price,
,,"Nov 13, 2025",$61.00,$0.00,,,Fixed price,
,,"Nov 20, 2025",$57.52,$0.00,,,Fixed price,
,,"Nov 29, 2025",$62.00,$0.00,,,Fixed price,
,,"Dec 9, 2025",$56.00,$0.00,,,Fixed price,
,,"Dec 23, 2025",$81.00,$0.00,,,Auction,
,,"Dec 18, 2025",$68.00,$0.00,,,Fixed price,
2022 Silver American Eagle CAC GRADED MS69 Type 2 Green Label,127719141536,"Mar 9, 2026",$109.25,$0.00,,,Fixed price,https://www.ebay.com/itm/127719141536
2021-S American Silver Eagle ASE DOLLAR TYPE 2 PCGS REV PR 70 DESIGNER ED #T1793,127750163474,"Mar 23, 2026",$217.50,$6.00,,,Auction,https://www.ebay.com/itm/127750163474
,,"Nov 9, 2025",$23.75,$0.00,,,Fixed price,
"2022 American Eagle One Ounce Silver Proof Coin Type 2, New w/Certificate",146435917381,"Jan 14, 2026",$97.00,$4.91,,,Fixed price,https://www.ebay.com/itm/146435917381
,,"Nov 26, 2025",$65.00,$0.00,,,Fixed price,
2022-W Burnished American Silver Eagle Type 2 1oz .999 Silver ASE West Point,147202676512,"Mar 17, 2026",$89.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147202676512
,,"Nov 11, 2025",$99.00,$0.00,,,Fixed price,
,,"Nov 19, 2025",$69.95,$0.00,,,Fixed price,
,,"Dec 26, 2025",$399.00,$9.10,,,Fixed price,
,,"Nov 28, 2025",$59.99,$4.87,,,Fixed price,
,,"Nov 7, 2025",$75.00,$6.00,,,Auction,
,,"Dec 27, 2025",$239.00,$9.25,,,Fixed price,
2021- American Silver Eagle PCGS MS69--Type 2,168165052307,"Mar 9, 2026",$104.95,$6.00,,,Fixed price,https://www.ebay.com/itm/168165052307
,,"Nov 4, 2025",$55.00,$4.00,,,Fixed price,
,,"Nov 25, 2025",$55.00,$0.00,,,Fixed price,
2022-W $1 Type 2 EAGLE LANDING NGC MS 70 Silver American Eagle Dollar,177977527174,"Mar 21, 2026",$130.00,$5.97,,,Fixed price,https://www.ebay.com/itm/177977527174
2021-S (type 2) and 2022-S (type2) American Eagle Silver Proof Dollars,186036671871,"Mar 2, 2026",$245.00,$8.75,,,Fixed price,https://www.ebay.com/itm/186036671871
"2021 ""W"" & 2022-""W"" & 2023 W Proof ASE Type 2 + Box, OGP & COA",186040505001,"Jan 28, 2026",$329.50,$8.10,,,Fixed price,https://www.ebay.com/itm/186040505001
,,"Oct 20, 2025",$69.95,$0.00,,,Fixed price,
